ID,LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS,
7884,-30.0362424938,-51.2373844118,R WASHINGTON LUIZ,,ABALROAMENTO,0,2009-05-21T19:10:00,QUINTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,21,5,2009,19,5,
7885,-30.0276626634,-51.2266980526,PCA PEREIRA PAROBE,,ABALROAMENTO,0,2009-05-21T19:20:00,QUINTA-FEIRA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,21,5,2009,19,1,
7886,-30.1316019654,-51.235328845,AV CEL MARCOS,R DONA ELVIRA,COLISAO,0,2009-05-21T19:50:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,21,5,2009,19,1,
7887,-30.0215229765,-51.1065803406,R WOLFRAM METZLER,,ATROPELAMENTO,0,2009-05-21T20:10:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,21,5,2009,20,5,
7888,-30.0572667423,-51.229521852,AV PRAIA DE BELAS,,COLISAO,0,2009-05-21T20:45:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,21,5,2009,20,1,
7889,-30.0272059382,-51.1612061938,R ANTONIO CARLOS BERTA,,COLISAO,0,2009-05-21T21:15:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,21,5,2009,21,1,
7890,-30.0115524665,-51.181774057,R AMERICO VESPUCIO,R CEL FEIJO,COLISAO,0,2009-05-21T21:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,21,5,2009,21,1,
7891,-30.0388791997,-51.2018040196,AV PROTASIO ALVES,,ABALROAMENTO,0,2009-05-21T22:10:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,21,5,2009,22,5,
7892,-30.0374916461,-51.2298663468,R WASHINGTON LUIZ,,CHOQUE,0,2009-05-21T22:50:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,21,5,2009,22,1,
7893,-30.0349547136,-51.2258172291,R GEN LIMA E SILVA,,ATROPELAMENTO,0,2009-05-21T23:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,21,5,2009,23,5,
7894,-30.0861686533,-51.2407877431,R BUTUI,AV ICARAI,COLISAO,0,2009-05-21T23:30:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,21,5,2009,23,1,
7895,-30.0081034005,-51.1843580017,AV ASSIS BRASIL,,ABALROAMENTO,0,2009-05-22T00:05:00,SEXTA-FEIRA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,22,5,2009,0,5,
7896,-30.0481351235,-51.2078573364,AV PRINCESA ISABEL,R SANTANA,ABALROAMENTO,0,2009-05-22T00:10:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,0,1,
7897,-30.0217433192,-51.1916984476,R VINTE QUATRO DE OUTUBRO,,COLISAO,0,2009-05-22T06:00:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,6,5,
7898,-30.0663059649,-51.1689173004,R PRIMEIRO DE MARCO,R MARTINS DE LIMA,ABALROAMENTO,0,2009-05-22T07:10:00,SEXTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,7,1,
7899,-30.0406117629,-51.1733146956,AV SENADOR TARSO DUTRA,,CHOQUE,0,2009-05-22T07:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,7,5,
7900,-29.980791634,-51.1147033989,AV ASSIS BRASIL,AV BERNARDINO SILVEIRA DE AMORIM,ABALROAMENTO,0,2009-05-22T07:30:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,22,5,2009,7,1,
7901,-30.0578309039,-51.221367761,R SALDANHA MARINHO,R GONCALVES DIAS,COLISAO,0,2009-05-22T08:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,22,5,2009,8,1,
7902,-30.010379327,-51.1373394522,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2009-05-22T08:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,8,1,
7903,-29.9916001314,-51.1430170427,R SERGIO JUNGBLUT DIETERICH,,ABALROAMENTO,0,2009-05-22T08:00:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,8,1,
7904,-30.0689501571,-51.2109679131,AV NITEROI,AV GEN GOMES CARNEIRO,ABALROAMENTO,0,2009-05-22T08:04:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,22,5,2009,8,1,
7905,-30.0260408661,-51.2159278716,R GARIBALDI,,ATROPELAMENTO,0,2009-05-22T08:15:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,22,5,2009,8,5,
7906,-30.0295958016,-51.1687723532,R JOSE ANTONIO ARANHA,R GEN NESTOR SILVA SOARES,ABALROAMENTO,0,2009-05-22T08:20:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,8,1,
7907,-30.0324466066,-51.1794365646,AV CARLOS GOMES,,COLISAO,0,2009-05-22T08:40:00,SEXTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,8,1,
7908,-30.0791420696,-51.2178182645,R ORFANOTROFIO,,CHOQUE,0,2009-05-22T08:50:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,22,5,2009,8,1,
7909,-30.0170234639,-51.183177216,AV CRISTOVAO COLOMBO,R PORTUGAL,COLISAO,0,2009-05-22T08:50:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,8,1,
7910,-30.0760155544,-51.2435035164,AV EDVALDO PEREIRA PAIVA,AV PADRE CACIQUE,CHOQUE,0,2009-05-22T09:05:00,SEXTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,22,5,2009,9,1,
7911,-30.015819821,-51.1645749444,AV JOAO WALLIG,,ABALROAMENTO,0,2009-05-22T09:10:00,SEXTA-FEIRA,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,22,5,2009,9,5,
7912,-30.0445598022,-51.2235034466,R MUCIO TEIXEIRA,,ATROPELAMENTO,0,2009-05-22T09:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,22,5,2009,9,5,
7913,-30.0237854862,-51.1836053956,R CAMPOS SALES,AV CARLOS GOMES,ABALROAMENTO,0,2009-05-22T09:55:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,9,1,
7914,-30.0119130501,-51.2032153435,AV FARRAPOS,,EVENTUAL,0,2009-05-22T09:55:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,22,5,2009,9,1,
7915,-30.043252339,-51.1443653888,AV PROTASIO ALVES,,COLISAO,0,2009-05-22T10:00:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,10,5,
7916,-30.1128654785,-51.2559366283,R ALMIRANTE CAMARA,,ABALROAMENTO,0,2009-05-22T10:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,22,5,2009,10,1,
7917,-30.004004264,-51.1904089744,R SOUZA REIS,,ABALROAMENTO,0,2009-05-22T10:17:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,22,5,2009,10,1,
7918,-30.0181361158,-51.2012924788,AV CRISTOVAO COLOMBO,,ABALROAMENTO,0,2009-05-22T10:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,22,5,2009,10,5,
7919,-30.0253932159,-51.197840621,R QUINTINO BOCAIUVA,,ABALROAMENTO,0,2009-05-22T10:40:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,10,5,
7920,-30.0278005637,-51.2318421226,AV MAUA,AV SEPULVEDA,COLISAO,0,2009-05-22T10:42:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,NUBLADO,DIA,CENTRO,22,5,2009,10,1,
7921,-30.0634376288,-51.1854954412,AV BENTO GONCALVES,AV CEL APARICIO BORGES,CHOQUE,0,2009-05-22T11:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,11,1,
7922,-30.0257732191,-51.1977646298,R QUINTINO BOCAIUVA,,CHOQUE,0,2009-05-22T11:10:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,BOM,DIA,LESTE,22,5,2009,11,1,
7923,-30.0035640074,-51.2034671318,R CAIRU,,ABALROAMENTO,0,2009-05-22T11:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,22,5,2009,11,1,
7924,-30.0122071165,-51.09722598,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2009-05-22T11:27:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,11,1,
7925,-30.127454598,-51.2019303048,ESTR JORGE PEREIRA NUNES,ESTR CRISTIANO KRAEMER,ABALROAMENTO,0,2009-05-22T11:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,22,5,2009,11,5,
7926,-30.0233206923,-51.1729212454,AV MARECHAL ANDREA,,ABALROAMENTO,0,2009-05-22T12:10:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,12,1,
7927,-30.0248091103,-51.2031236743,R PADRE CHAGAS,R LUCIANA DE ABREU,ABALROAMENTO,0,2009-05-22T12:40:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,12,1,
7928,-30.0689484627,-51.1439820454,AV BENTO GONCALVES,,COLISAO,0,2009-05-22T13:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,13,1,
7929,-30.0526832789,-51.2009463641,R SAO LUIZ,,ABALROAMENTO,0,2009-05-22T13:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,13,1,
7930,-30.0350446556,-51.1775276068,AV CARLOS GOMES,,ABALROAMENTO,0,2009-05-22T13:35:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,13,1,
7931,-30.0206185298,-51.1806322756,AV PLINIO BRASIL MILANO,,COLISAO,0,2009-05-22T13:45:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,13,1,
7932,-30.0331430581,-51.2077319485,R CABRAL,,EVENTUAL,0,2009-05-22T14:05:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,LESTE,22,5,2009,14,1,
7933,-30.1073770033,-51.2277681217,AV DA CAVALHADA,,ABALROAMENTO,0,2009-05-22T14:18:00,SEXTA-FEIRA,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,BOM,DIA,SUL,22,5,2009,14,5,
7934,-30.1323450073,-51.2333518386,R DEA COUFAL,AV TRAMANDAI,COLISAO,0,2009-05-22T14:20:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,BOM,DIA,SUL,22,5,2009,14,1,
7935,-30.0303496949,-51.225708109,R GEN VITORINO,,ATROPELAMENTO,0,2009-05-22T14:30:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,CENTRO,22,5,2009,14,5,
7936,-30.0392232271,-51.2004780113,AV PROTASIO ALVES,,COLISAO,0,2009-05-22T14:50:00,SEXTA-FEIRA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,14,1,
7937,-30.0161058851,-51.1613539101,R ANTONIO JOAQUIM MESQUITA,,ABALROAMENTO,0,2009-05-22T15:10:00,SEXTA-FEIRA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,22,5,2009,15,5,
7938,-29.9996152037,-51.1924818882,R PADRE DIOGO FEIJO,,ABALROAMENTO,0,2009-05-22T15:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,22,5,2009,15,1,
7939,-30.0435029702,-51.2146423048,AV JOAO PESSOA,AV JERONIMO DE ORNELAS,COLISAO,0,2009-05-22T16:00:00,SEXTA-FEIRA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,22,5,2009,16,1,
7940,-30.0178526552,-51.1735541129,AV PLINIO BRASIL MILANO,,COLISAO,0,2009-05-22T16:10:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,16,1,
7941,-30.0509011742,-51.2059033824,R VICENTE DA FONTOURA,R SANTANA,ABALROAMENTO,0,2009-05-22T16:15:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,16,1,
7942,-30.0143454524,-51.1318274829,R PROF LEOPOLDO TIETBOHL,AV BISPO JOAO SCALABRINI,ABALROAMENTO,0,2009-05-22T16:28:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,16,1,
7943,-30.0387981808,-51.2027540298,R DR ALCIDES CRUZ,,ABALROAMENTO,0,2009-05-22T16:35:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,22,5,2009,16,1,
7944,-30.0076673736,-51.185639007,AV ASSIS BRASIL,,ABALROAMENTO,0,2009-05-22T16:45:00,SEXTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,22,5,2009,16,1,
7945,-30.0701284919,-51.1940697246,R CLARINDA SIQUEIRA,,ATROPELAMENTO,0,2009-05-22T17:00:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,22,5,2009,17,5,
7946,-30.1185063712,-51.108848866,ESTR JOAO DE OLIVEIRA REMIAO,,COLISAO,0,2009-05-22T17:30:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,BOM,DIA,LESTE,22,5,2009,17,5,
7947,-30.0295567847,-51.2209210267,AV INDEPENDENCIA,,ABALROAMENTO,0,2009-05-22T17:45:00,SEXTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,22,5,2009,17,1,
7948,-30.0506540513,-51.2121474568,AV PRINCESA ISABEL,,COLISAO,0,2009-05-22T18:10:00,SEXTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,18,1,
7949,-30.026605807,-51.219091927,AV FARRAPOS,,ATROPELAMENTO,0,2009-05-22T18:15:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,CENTRO,22,5,2009,18,5,
7950,-30.0173450653,-51.1523938261,AV DO FORTE,,ABALROAMENTO,0,2009-05-22T18:15:00,SEXTA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,NOITE,NORTE,22,5,2009,18,5,
7951,-30.0064808008,-51.1634416895,R FERNANDO ABBOTT,R DOMINGOS MARTINS,ABALROAMENTO,0,2009-05-22T18:15:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,22,5,2009,18,1,
7952,-30.0988878915,-51.2315289514,AV DA CAVALHADA,,COLISAO,0,2009-05-22T18:30:00,SEXTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,22,5,2009,18,5,
7953,-30.0299491642,-51.2015527864,AV GOETHE,,COLISAO,0,2009-05-22T18:30:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,18,1,
7954,-29.9899233393,-51.1832765199,AV DOS ESTADOS,,COLISAO,0,2009-05-22T18:40:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,22,5,2009,18,1,
7955,-30.054613307,-51.199952401,AV BENTO GONCALVES,R EUCLYDES DA CUNHA,ABALROAMENTO,0,2009-05-22T19:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,19,1,
7956,-30.0326951354,-51.2036628844,R MARIANTE,,ATROPELAMENTO,0,2009-05-22T19:00:00,SEXTA-FEIRA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,22,5,2009,19,5,
7957,-30.0404833658,-51.1936559555,AV PROTASIO ALVES,,ABALROAMENTO,0,2009-05-22T19:00:00,SEXTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,19,1,
7958,-30.0102204017,-51.133469398,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2009-05-22T19:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,19,1,
7959,-30.0287277077,-51.2246730538,R DR FLORES,AV OTAVIO ROCHA,ABALROAMENTO,0,2009-05-22T19:10:00,SEXTA-FEIRA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,22,5,2009,19,1,
7960,-30.0331617846,-51.1191428026,R SEIS DE NOVEMBRO,,ATROPELAMENTO,0,2009-05-22T19:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,22,5,2009,19,5,
7961,-30.0159890092,-51.1036121599,AV BALTAZAR DE OLIVEIRA GARCIA,,ABALROAMENTO,0,2009-05-22T19:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,NORTE,22,5,2009,19,5,
7962,-30.071650565,-51.1906727199,AV CEL APARICIO BORGES,,COLISAO,0,2009-05-22T20:10:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,22,5,2009,20,1,
7963,-30.0259645167,-51.182546438,AV CARLOS GOMES,,CHOQUE,0,2009-05-22T20:20:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,20,1,
7964,-30.0138923225,-51.1383915561,AV PROF PAULA SOARES,,QUEDA,0,2009-05-22T20:30:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,NORTE,22,5,2009,20,5,
7965,-30.0421876563,-51.1791528117,AV PROTASIO ALVES,,ATROPELAMENTO,0,2009-05-22T20:51:00,SEXTA-FEIRA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,22,5,2009,20,5,
7966,-30.0003232325,-51.1911708895,R DONA MARGARIDA,AV CEARA,ABALROAMENTO,0,2009-05-22T22:00:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,NORTE,22,5,2009,22,1,
7967,-30.0820995851,-51.2433406712,AV CHUI,,ABALROAMENTO,0,2009-05-22T22:50:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,22,5,2009,22,1,
7968,-30.0647561333,-51.2112158082,R OSCAR SCHNEIDER,,ABALROAMENTO,0,2009-05-22T23:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,22,5,2009,23,5,
7969,-30.1529157312,-51.20100495,AV JUCA BATISTA,,ATROPELAMENTO,0,2009-05-22T23:40:00,SEXTA-FEIRA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,22,5,2009,23,5,
7970,-30.0644583147,-51.1505360147,AV IPIRANGA,AV ANTONIO CARVALHO,ABALROAMENTO,0,2009-05-23T00:10:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,23,5,2009,0,1,
7971,-30.0006432627,-51.1896968787,R DONA MARGARIDA,R EDU CHAVES,ABALROAMENTO,0,2009-05-23T00:30:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,23,5,2009,0,1,
7972,-30.0333353177,-51.1944617819,R CASEMIRO DE ABREU,,ABALROAMENTO,0,2009-05-23T02:00:00,SABADO,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,23,5,2009,2,5,
7973,-30.0413219374,-51.1645246001,R SANTA IZABEL,,CHOQUE,0,2009-05-23T02:05:00,SABADO,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,23,5,2009,2,5,
7974,-30.0395708106,-51.2219142975,R LUIZ AFONSO,,ABALROAMENTO,0,2009-05-23T03:30:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,23,5,2009,3,1,
7975,-30.0647861124,-51.2122908228,AV DR CARLOS BARBOSA,,ABALROAMENTO,0,2009-05-23T04:30:00,SABADO,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,23,5,2009,4,5,
7976,-30.0258578822,-51.2150618557,R SANTO ANTONIO,,COLISAO,0,2009-05-23T05:00:00,SABADO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,23,5,2009,5,1,
7977,-30.0340507864,-51.2218751548,AV JOAO PESSOA,R ANTONIO CARLOS GUIMARAES,ABALROAMENTO,0,2009-05-23T05:40:00,SABADO,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,BOM,NOITE,CENTRO,23,5,2009,5,5,
7978,-30.0728101041,-51.2145800593,R SEPE TIARAJU,,ABALROAMENTO,0,2009-05-23T05:50:00,SABADO,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,23,5,2009,5,5,
7979,-30.0634376288,-51.1854954412,AV BENTO GONCALVES,R DR SALVADOR FRANCA,ATROPELAMENTO,0,2009-05-23T06:00:00,SABADO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,23,5,2009,6,5,
7980,-30.0163419238,-51.1080812269,AV BALTAZAR DE OLIVEIRA GARCIA,,ABALROAMENTO,0,2009-05-23T08:20:00,SABADO,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,23,5,2009,8,5,
7981,-30.0394807129,-51.2269053598,R JOAO ALFREDO,TRAV DO CARMO,ABALROAMENTO,0,2009-05-23T08:40:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,23,5,2009,8,1,
7982,-30.1744231976,-51.1820752595,R DAS ESPATODEAS,,EVENTUAL,0,2009-05-23T09:00:00,SABADO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,23,5,2009,9,1,
7983,-30.0506540513,-51.2121474568,AV PRINCESA ISABEL,,ABALROAMENTO,0,2009-05-23T09:05:00,SABADO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,23,5,2009,9,5,
7984,-30.0960279715,-51.2267638159,AV DA CAVALHADA,,ABALROAMENTO,0,2009-05-23T09:30:00,SABADO,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,23,5,2009,9,5,
7985,-29.9970860948,-51.1974818877,AV A J RENNER,,ABALROAMENTO,0,2009-05-23T09:30:00,SABADO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,23,5,2009,9,5,
7986,-30.0375626593,-51.22920334,R WASHINGTON LUIZ,,ABALROAMENTO,0,2009-05-23T10:10:00,SABADO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,CENTRO,23,5,2009,10,1,
7987,-30.0672533478,-51.1494860731,AV BENTO GONCALVES,,CHOQUE,0,2009-05-23T10:30:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,23,5,2009,10,1,
7988,-30.0762102927,-51.205697032,AV CEL APARICIO BORGES,,COLISAO,0,2009-05-23T10:50:00,SABADO,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,23,5,2009,10,5,
7989,-30.0452449184,-51.2177053893,R ALCIDES DE OLIVEIRA GOMES,R JOSE DO PATROCINIO,COLISAO,0,2009-05-23T11:10:00,SABADO,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,23,5,2009,11,1,
